113.931 41.606 37.737 4.471 1.955 5.386
41.606 124.829 42.071 6.368 -9.861 -8.352
37.737 42.071 65.579 -2.692 -0.739 -2.444
4.471 6.368 -2.692 25.023 1.085 -7.662
1.955 -9.861 -0.739 1.085 16.353 3.684
5.386 -8.352 -2.444 -7.662 3.684 37.282
